,Distance_X_LOGO_MainBoard_Corner1,Distance_X_LOGO_MainBoard_Corner2,Distance_X_LOGO_MainBoard_Corner3,Distance_X_LOGO_4,Distance_X_LOGO_5,Distance_X_LOGO_6,Distance_X_LOGO_7,Distance_X_LOGO_8,Distance_X_LOGO_9,Distance_X_LOGO_10,Distance_X_LOGO_11,Distance_X_LOGO_12,Distance_X_LOGO_13,Distance_X_LOGO_14,Distance_X_LOGO_15,Distance_X_LOGO_16,Distance_X_LOGO_17,Distance_X_LOGO_18,Distance_X_LOGO_19,Distance_X_LOGO_20,Distance_X_LOGO_21,Distance_X_LOGO_22,Distance_X_LOGO_23,Distance_X_LOGO_24,Distance_X_LOGO_25,Distance_X_LOGO_26,Distance_X_LOGO_27,Distance_X_LOGO_28,Distance_X_LOGO_29,Distance_X_LOGO_30,Distance_X_LOGO_31,Distance_X_LOGO_32,Distance_Y_LOGO_MainBoard_Corner1,Distance_Y_LOGO_MainBoard_Corner2,Distance_Y_LOGO_MainBoard_Corner3,Distance_Y_LOGO_4,Distance_Y_LOGO_5,Distance_Y_LOGO_6,Distance_Y_LOGO_7,Distance_Y_LOGO_8,Distance_Y_LOGO_9,Distance_Y_LOGO_10,Distance_Y_LOGO_11,Distance_Y_LOGO_12,Distance_Y_LOGO_13,Distance_Y_LOGO_14,Distance_Y_LOGO_15,Distance_Y_LOGO_16,Distance_Y_LOGO_17,Distance_Y_LOGO_18,Distance_Y_LOGO_19,Distance_Y_LOGO_20,Distance_Y_LOGO_21,Distance_Y_LOGO_22,Distance_Y_LOGO_23,Distance_Y_LOGO_24,Distance_Y_LOGO_25,Distance_Y_LOGO_26,Distance_Y_LOGO_27,Distance_Y_LOGO_28,Distance_Y_LOGO_29,Distance_Y_LOGO_30,Distance_Y_LOGO_31,Distance_Y_LOGO_32,Angle_MainBoard_Corner1,Angle_MainBoard_Corner2,Angle_MainBoard_Corner3,Angle_4,Angle_5,Angle_6,Angle_7,Angle_8,Angle_9,Angle_10,Angle_11,Angle_12,Angle_13,Angle_14,Angle_15,Angle_16,Angle_17,Angle_18,Angle_19,Angle_20,Angle_21,Angle_22,Angle_23,Angle_24,Angle_25,Angle_26,Angle_27,Angle_28,Angle_29,Angle_30,Angle_31,Angle_32
FLQS300VGRWQ,-50.2272242816,-50.2252232368,-50.2942592814,-50.2572399531,-50.2582404755,-50.3232744306,-50.1131647296,-50.1541861474,-50.0861506252,-50.3232744306,-50.2902571919,-50.2622425651,-50.0401265955,-50.2922582366,-50.223222192,-50.0791469685,-50.1872033861,-50.1231699535,-50.1541861474,-50.2582404755,-50.08815167,-50.1922059981,-50.2272242816,-50.2272242816,-50.0461297298,-50.2212211473,-49.9720910732,-50.2872556247,-50.2212211473,-50.2332274159,-50.153185625,-50.1591887593,130.032857771,129.962858386,129.961858395,129.928858685,129.958858421,130.070857438,130.032857771,130.103857148,130.03185778,129.99885807,130.034857754,129.995858096,130.030857789,129.962858386,129.963858377,130.02385785,130.070857438,130.137856849,130.102857156,130.068857455,130.068857455,130.17185655,129.996858088,130.065857481,130.002858035,130.174856524,130.202856278,130.142856805,130.167856585,129.890859019,130.101857165,130.174856524,111.079,111.089,111.116,111.106,111.102,111.11,111.036,111.041,111.025,111.121,111.103,111.098,111.008,111.115,111.088,111.024,111.058,111.024,111.041,111.086,111.02,111.045,111.085,111.074,111.014,111.056,110.957,111.086,111.057,111.103,111.041,111.032
FLQS300RGRWY,-50.9061370349,-50.9071374306,-50.9761647358,-50.9401504896,-50.9431516768,-51.0071770034,-50.7930923176,-50.8311073552,-50.7600792585,-51.0071770034,-50.9751643401,-50.9431516768,-50.7210638251,-50.9771651316,-50.9051366391,-50.7570780713,-50.8691223929,-50.7990946919,-50.8331081467,-50.9411508854,-50.76208005,-50.8691223929,-50.9051366391,-50.8701227886,-50.7240650123,-50.9031358477,-50.6500357284,-50.9721631529,-50.9031358477,-50.9121394092,-50.8311073552,-50.8351089381,129.85465985,129.783656755,129.784656798,129.749655273,129.782656711,129.891661462,129.85765998,129.925662944,129.855659893,129.816658193,129.853659806,129.850659675,129.897661724,129.782656711,129.787656929,129.851659719,129.890661419,129.961664513,129.926662988,129.890661419,129.891661462,129.995665995,129.819658324,129.924662901,129.828658716,129.995665995,130.028667434,129.961664513,129.992665865,129.746655142,129.924662901,130.032667608,111.222,111.233,111.259,111.251,111.247,111.255,111.178,111.183,111.166,111.266,111.248,111.236,111.145,111.26,111.232,111.165,111.202,111.165,111.183,111.23,111.161,111.187,111.227,111.197,111.156,111.2,111.098,111.231,111.2,111.24,111.183,111.168
FLQS300LGRWQ,-50.4976707649,-50.4956696684,-50.5697102398,-50.5326899541,-50.5356915989,-50.5977255911,-50.3826077148,-50.4226296453,-50.352591267,-50.5997266876,-50.5637069502,-50.5316894058,-50.3125693365,-50.566708595,-50.4986713132,-50.3455874292,-50.4586493827,-50.3906121009,-50.4276323866,-50.5346910506,-50.35659346,-50.4566482862,-50.4946691201,-50.4576488345,-50.3125693365,-50.4976707649,-50.2425309582,-50.5637069502,-50.4936685719,-50.5026735062,-50.421629097,-50.4236301936,129.909380866,129.837376221,129.835376092,129.804374092,129.834376027,129.945383189,129.911380995,129.980385447,129.907380737,129.873378543,129.911380995,129.868378221,129.908380801,129.840376414,129.837376221,129.904380543,129.947383318,130.015387705,129.977385253,129.94338306,129.944383124,130.048389834,129.87037835,129.979385382,129.880378995,130.050389963,130.081391963,130.016387769,130.044389576,129.770371898,129.978385318,130.053390157,111.206,111.216,111.245,111.235,111.232,111.239,111.161,111.167,111.151,111.25,111.231,111.225,111.135,111.243,111.217,111.149,111.185,111.149,111.169,111.215,111.147,111.169,111.21,111.18,111.139,111.185,111.083,111.215,111.184,111.229,111.166,111.156
FLQS300LGRWM,-50.5474022502,-50.5454015614,-50.6144253246,-50.5814139596,-50.5804136152,-50.6474366896,-50.4293616117,-50.4723764206,-50.3993512798,-50.648437034,-50.6124246358,-50.5804136152,-50.3273264834,-50.6144253246,-50.5454015614,-50.3563364709,-50.5093891632,-50.4403654,-50.4763777982,-50.5804136152,-50.4053533462,-50.5083888188,-50.5454015614,-50.5073884744,-50.331327861,-50.5424005282,-50.2943151184,-50.6474366896,-50.5424005282,-50.5153912296,-50.4713760762,-50.4723764206,129.897327857,129.828323965,129.826323852,129.792321934,129.825323795,129.933329888,129.904328252,129.969331919,129.89932797,129.863325939,129.898327914,129.859325714,129.901328083,129.828323965,129.828323965,129.897327857,129.936330058,130.004333894,129.970331976,129.932329832,129.901328083,130.004333894,129.862325883,129.967331807,129.870326334,130.039335868,130.071337674,129.972332089,130.035335643,129.757319959,129.969331919,130.042336038,111.063,111.072,111.099,111.091,111.086,111.095,111.016,111.023,111.006,111.106,111.087,111.081,110.978,111.098,111.072,110.989,111.042,111.005,111.024,111.07,111.007,111.032,111.067,111.037,110.984,111.04,110.94,111.09,111.04,111.071,111.023,111.012
FLQS3009GRWQ,-50.7782927935,-50.7762924668,-50.8543052074,-50.8152988371,-50.8162990005,-50.8803094542,-50.6602735194,-50.703280543,-50.6332691092,-50.8783091276,-50.847304064,-50.8132985104,-50.5932625755,-50.8493043907,-50.7792929569,-50.6232674758,-50.7422869133,-50.6722754794,-50.7072811964,-50.8192994905,-50.6342692725,-50.7412867499,-50.7772926302,-50.7412867499,-50.5932625755,-50.7802931202,-50.5232511417,-50.8483042274,-50.8102980204,-50.7782927935,-50.7042807063,-50.703280543,129.861178709,129.790187358,129.787187724,129.754191744,129.788187602,129.897174324,129.867177978,129.93217006,129.861178709,129.826182973,129.861178709,129.821183582,129.863178465,129.790187358,129.792187115,129.860178831,129.897174324,129.966165918,129.93217006,129.895174567,129.896174446,129.999161898,129.82218346,129.929170426,129.835181876,130.002161533,130.034157635,129.967165796,129.999161898,129.720195885,129.934169816,130.008160802,111.449,111.459,111.489,111.48,111.475,111.483,111.403,111.41,111.394,111.493,111.476,111.469,111.378,111.487,111.46,111.39,111.43,111.393,111.412,111.46,111.389,111.414,111.455,111.425,111.382,111.429,111.326,111.46,111.441,111.471,111.41,111.399
FLQS2F0LGRX5,-50.6040497871,-50.605049709,-50.6710445574,-50.6370472113,-50.6400469771,-50.7000422938,-50.4910586073,-50.532055407,-50.461060949,-50.7050419035,-50.6700446354,-50.6390470552,-50.4190642273,-50.6720444793,-50.6040497871,-50.4550614173,-50.5660527532,-50.5000579048,-50.4940583731,-50.6020499432,-50.4640607148,-50.570052441,-50.6070495529,-50.570052441,-50.4220639931,-50.6020499432,-50.3170721889,-50.6690447135,-50.6020499432,-50.6100493188,-50.532055407,-50.5350551729,129.951900088,129.910906429,129.910906429,129.873912151,129.908906738,129.986894676,129.995893284,130.021889263,129.981895449,129.943901326,129.979895758,129.944901171,129.994893438,129.907906893,129.91490581,129.993893593,129.986894676,130.087879056,130.05488416,129.98589483,130.020889418,130.121873798,129.946900862,130.051884624,129.960898696,130.121873798,130.158868076,130.088878902,130.12587318,129.8419171,130.052884469,130.130872406,111.407,111.413,111.439,111.431,111.427,111.438,111.357,111.369,111.347,111.447,111.428,111.421,111.329,111.44,111.412,111.344,111.387,111.347,111.349,111.401,111.343,111.368,111.409,111.379,111.336,111.381,111.266,111.411,111.38,111.426,111.364,111.354
FLQS2EQUGRX5,-50.5149801207,-50.5149801207,-50.5820265484,-50.5470022951,-50.5480029881,-50.6540764408,-50.4059045891,-50.4419295353,-50.3738824147,-50.6150494157,-50.5800251625,-50.5510050669,-50.3368567756,-50.5820265484,-50.5129787348,-50.367878257,-50.4769537886,-50.4139101327,-50.4449316142,-50.5530064528,-50.3748831077,-50.4839586392,-50.5159808136,-50.4829579463,-50.3358560826,-50.5149801207,-50.267808962,-50.5820265484,-50.5159808136,-50.5209842784,-50.4439309212,-50.4439309212,129.960499076,129.890537029,129.891536486,129.851558174,129.890537029,129.99947793,129.974491485,129.996479557,129.960499076,129.922519679,129.960499076,129.923519136,129.977489858,129.888538113,129.893535402,129.973492027,129.960499076,130.064442688,130.034458954,129.995480099,129.998478473,130.10042317,129.92651751,130.029461665,129.942508835,130.10042317,130.138402567,130.06844052,130.105420459,129.824572813,130.03146058,130.110417748,111.091,111.101,111.126,111.119,111.114,111.138,111.047,111.057,111.036,111.134,111.115,111.11,111.02,111.127,111.1,111.032,111.076,111.036,111.053,111.1,111.031,111.058,111.096,111.068,111.025,111.07,110.97,111.1,111.069,111.113,111.053,111.041
FLQS2DERGRX5,-50.4876467502,-50.4866465195,-50.5526617482,-50.5176536724,-50.5206543646,-50.5866695933,-50.373620446,-50.4506382129,-50.3486146776,-50.5826686704,-50.5506612867,-50.522654826,-50.3036042943,-50.5516615175,-50.484646058,-50.3346114472,-50.4496379821,-50.3886239071,-50.4136296756,-50.5206543646,-50.350615139,-50.4536389051,-50.4896472117,-50.4536389051,-50.3106059095,-50.4816453658,-50.2405897578,-50.549661056,-50.4826455965,-50.4936481346,-50.415630137,-50.4226317522,130.010087361,129.940098081,129.941097928,129.905103441,129.938098387,130.047081695,130.017086289,130.083076182,130.011087208,129.974092874,130.010087361,129.975092721,130.017086289,129.939098234,129.942097775,130.012087055,130.048081542,130.115071282,130.083076182,130.046081848,130.045082002,130.149066075,129.973093028,130.078076948,129.984091343,130.152065616,130.182061021,130.118070822,130.149066075,129.870108801,130.081076489,130.187060256,111.329,111.339,111.364,111.356,111.353,111.362,111.285,111.304,111.276,111.371,111.353,111.348,111.258,111.364,111.338,111.27,111.309,111.276,111.29,111.337,111.272,111.295,111.335,111.306,111.265,111.306,111.209,111.337,111.307,111.352,111.291,111.278
FLQS2CKUGRX5,-50.5618543939,-50.5608552859,-50.6317919481,-50.5938258472,-50.5948249551,-50.6597669698,-50.4459578754,-50.4889195159,-50.4199810695,-50.6927375311,-50.6247981927,-50.596823171,-50.3750212132,-50.6277955164,-50.559856178,-50.4119882062,-50.523888293,-50.4939150554,-50.4909177317,-50.5958240631,-50.4219792854,-50.5268856167,-50.5958240631,-50.5278847246,-50.3800167528,-50.5928267393,-50.3070818748,-50.6247981927,-50.5588570701,-50.5668499334,-50.4879204079,-50.4909177317,129.935645069,129.864654005,129.865653879,129.829658409,129.862654256,129.972640412,129.938644691,130.005636259,129.934645195,129.902649222,129.936644943,129.897649851,129.938644691,129.866653753,129.865653879,129.931645572,129.972640412,130.041631728,130.005636259,129.970640664,129.971640538,130.073627701,129.898649726,130.002636637,129.908648467,130.077627198,130.106623548,130.043631477,130.071627953,129.79366294,130.005636259,130.078627072,111.44,111.45,111.477,111.468,111.463,111.472,111.395,111.401,111.386,111.495,111.464,111.459,111.368,111.476,111.45,111.383,111.42,111.398,111.402,111.448,111.381,111.406,111.458,111.417,111.374,111.431,111.317,111.448,111.419,111.463,111.401,111.391
FLQS2C9EGRX5,-50.6609303108,-50.6599306279,-50.7319077967,-50.7329074796,-50.7339071625,-50.7988865509,-50.5519648747,-50.6219426777,-50.5179756561,-50.7968871851,-50.7309081138,-50.6959192123,-50.4809873888,-50.7319077967,-50.6969188952,-50.5149766074,-50.658930945,-50.5919521907,-50.588953142,-50.698918261,-50.5199750219,-50.6239420435,-50.6609303108,-50.6249417264,-50.4829867546,-50.6949195294,-50.4100099029,-50.7269093822,-50.6979185781,-50.7019173097,-50.6219426777,-50.5909525078,129.863432983,129.790456904,129.791456576,129.758467389,129.790456904,129.900420859,129.911417255,129.934409718,129.863432983,129.828444452,129.862433311,129.826445107,129.862433311,129.791456576,129.795455265,129.855435605,129.900420859,129.968398577,129.933410046,129.89642217,129.898421515,130.004386781,129.82744478,129.933410046,129.834442486,130.004386781,130.036376295,129.959401526,130.001387764,129.722479185,129.932410374,130.039375312,111.325,111.335,111.362,111.368,111.363,111.372,111.276,111.299,111.27,111.382,111.351,111.343,111.256,111.362,111.348,111.269,111.318,111.282,111.286,111.334,111.265,111.289,111.33,111.3,111.26,111.316,111.202,111.335,111.318,111.361,111.299,111.271
FLQS2C6NGRX5,-50.9272954374,-50.928296367,-50.9983614354,-50.9623279716,-50.9643298307,-51.0313921105,-50.8131894689,-50.8542275804,-50.784162512,-51.0293902514,-50.9953586467,-50.9633289012,-50.7411225414,-50.9963595763,-50.9292972965,-50.7781569347,-50.8902610441,-50.8221978348,-50.857230369,-50.9633289012,-50.784162512,-50.8892601146,-50.9252935783,-50.8892601146,-50.7461271891,-50.9242926488,-50.6760621207,-50.9913549285,-50.9242926488,-50.9323000852,-50.8542275804,-50.857230369,129.998931992,129.928914255,129.928914255,129.89490564,129.927914002,130.035941368,130.005933766,130.069949983,130.000932499,129.95992211,129.998931992,129.963923124,130.003933259,129.927914002,129.930914762,129.996931486,130.035941368,130.105959105,130.069949983,130.035941368,130.035941368,130.13996772,129.963923124,130.069949983,129.971925151,130.141968227,130.171975829,130.107959612,130.135966707,129.858896518,130.069949983,130.144968987,111.387,111.398,111.425,111.416,111.412,111.421,111.342,111.348,111.332,111.432,111.413,111.406,111.315,111.424,111.398,111.33,111.367,111.331,111.35,111.395,111.327,111.352,111.391,111.362,111.322,111.365,111.265,111.395,111.366,111.41,111.348,111.339
FLQS2BJ4GRX5,-50.7981171116,-50.7961158463,-50.8691620298,-50.8311379891,-50.834139887,-50.8981803766,-50.6830443568,-50.7230696628,-50.6550266426,-50.897179744,-50.8621576012,-50.8331392544,-50.6099981734,-50.8661601318,-50.7991177443,-50.6440196835,-50.7610937036,-50.6920500507,-50.7280728261,-50.8351405197,-50.6570279079,-50.7580918056,-50.7951152137,-50.7580918056,-50.6130000713,-50.7981171116,-50.5469583164,-50.8631582339,-50.794114581,-50.8011190096,-50.7220690302,-50.7270721934,129.822255699,129.752254483,129.751254465,129.717253875,129.749254431,129.859256342,129.829255821,129.893256933,129.823255716,129.788255108,129.824255734,129.784255039,129.826255768,129.752254483,129.752254483,129.826255768,129.860256359,129.927257523,129.893256933,129.858256324,129.858256324,129.963258149,129.786255073,129.893256933,129.797255265,129.965258184,129.995258705,129.928257541,129.961258114,129.680253232,129.89425695,129.970258271,111.274,111.284,111.312,111.302,111.299,111.307,111.229,111.235,111.219,111.317,111.298,111.293,111.202,111.311,111.285,111.214,111.254,111.218,111.237,111.283,111.215,111.238,111.278,111.248,111.207,111.253,111.152,111.283,111.252,111.296,111.234,111.225
FLQS224TGRWM,-57.5530084848,-57.5496100196,-57.6289075413,-57.586993137,-57.5903916022,-57.6628921935,-57.4193355195,-57.4680468543,-57.3887493325,-57.6617593718,-57.6221106109,-57.5903916022,-57.3377723542,-57.6232434326,-57.5507428413,-57.3796867586,-57.5099612587,-57.4317965586,-57.4703124978,-57.5903916022,-57.391014976,-57.5110940804,-57.5507428413,-57.5088284369,-57.3423036412,-57.5473443761,-57.2641389412,-57.6243762544,-57.5496100196,-57.55640695,-57.4680468543,-57.4714453195,129.93811012,129.868115447,129.868115447,129.834118035,129.866115599,129.977107152,129.944109663,130.01010464,129.939110044,129.905112631,129.941109891,129.900113012,129.944109663,129.869115371,129.870115295,129.940109968,129.977107152,130.044102052,130.011104564,129.975107304,129.976107228,130.078099465,129.90211286,130.009104716,129.914111946,130.08209916,130.114096725,130.0461019,130.076099617,129.801120546,130.01010464,130.085098932,111.46,111.469,111.496,111.487,111.483,111.491,111.414,111.421,111.404,111.502,111.483,111.478,111.387,111.494,111.469,111.401,111.439,111.403,111.421,111.467,111.4,111.425,111.465,111.434,111.392,111.437,111.336,111.468,111.438,111.482,111.421,111.411
FLQS224LGRWM,-50.4579684645,-50.4549770036,-50.5287663729,-50.4918716883,-50.4968574565,-50.5586809821,-50.3403043351,-50.3821847879,-50.3113868795,-50.561672443,-50.525774912,-50.489877381,-50.2695064267,-50.5267720657,-50.4599627718,-50.3034096504,-50.4200766262,-50.3502758715,-50.3851762489,-50.4938659956,-50.3143783404,-50.4160880117,-50.4519855427,-50.4170851653,-50.2724978876,-50.4599627718,-50.2026971328,-50.5227834511,-50.4529826963,-50.4619570791,-50.3801904807,-50.3871705561,129.807419696,129.737434027,129.735434436,129.702441192,129.764428499,129.846411712,129.812418672,129.878405161,129.808419491,129.772426861,129.807419696,129.770427271,129.809419287,129.737434027,129.737434027,129.80442031,129.845411917,129.94839083,129.879404956,129.841412735,129.844412121,129.947391035,129.772426861,129.877405365,129.780425224,129.981384074,129.980384279,129.917397176,129.944391649,129.668448153,129.878405161,129.985383255,111.304,111.314,111.342,111.333,111.326,111.337,111.258,111.265,111.248,111.349,111.33,111.322,111.232,111.341,111.315,111.245,111.284,111.242,111.266,111.313,111.244,111.268,111.307,111.278,111.237,111.279,111.18,111.313,111.282,111.326,111.264,111.251
FLQS200ZGRX8,-50.3504436,-50.3494431938,-50.4124687839,-50.3804557857,-50.3814561919,-50.4464825944,-50.2363972942,-50.2764135419,-50.2053847023,-50.4474830006,-50.4134691901,-50.3834570043,-50.167369267,-50.4144695962,-50.3464419752,-50.2043842961,-50.3114277586,-50.2464013561,-50.2734123233,-50.423473252,-50.2093863271,-50.3164297895,-50.3484427876,-50.355445631,-50.1713708918,-50.3474423814,-50.0543233674,-50.4124687839,-50.3484427876,-50.355445631,-50.2744127295,-50.2794147604,130.124124449,130.053106917,130.055107411,130.018098274,130.051106423,130.160133339,130.133126672,130.195141982,130.123124202,130.087115313,130.124124449,130.088115559,130.131126178,130.051106423,130.055107411,130.126124943,130.125124696,130.229150378,130.195141982,130.124124449,130.160133339,130.263158773,130.089115806,130.194141735,130.100118523,130.263158773,130.299167663,130.232151118,130.26415902,129.986090372,130.194141735,130.271160749,111.254,111.264,111.288,111.281,111.277,111.285,111.209,111.215,111.198,111.297,111.278,111.272,111.183,111.289,111.263,111.197,111.239,111.199,111.214,111.282,111.194,111.22,111.258,111.245,111.189,111.232,111.115,111.261,111.232,111.276,111.214,111.205
FLNS2037GRWV,-50.1648866289,-50.1648866289,-50.2338823468,-50.1998844568,-50.2008843948,-50.2698801127,-50.0578932692,-50.0958909109,-50.0288950689,-50.2658803609,-50.2338823468,-50.2148835259,-50.0048965583,-50.2338823468,-50.1668865048,-50.0218955033,-50.1308887389,-50.0648928348,-50.0938910351,-50.2008843948,-50.026895193,-50.1318886768,-50.1658865668,-50.1318886768,-49.9938972409,-50.1638866909,-49.9139022057,-50.2318824709,-50.1658865668,-50.1758859462,-50.0958909109,-50.1038904145,130.025400428,129.956417193,129.955417436,129.919426182,129.987409661,130.062391438,130.034398241,130.09538342,130.05839241,129.987409661,130.024400671,130.038397269,130.073388765,129.953417921,129.954417678,130.066390466,130.059392167,130.163366898,130.09538342,130.060391924,130.060391924,130.168365684,129.992408446,130.097382934,129.997407231,130.165366412,130.201357666,130.13237443,130.166366169,129.925424725,130.130374916,130.205356694,110.975,110.985,111.012,111.004,110.994,111.01,110.933,110.938,110.918,111.02,111.002,110.993,110.907,111.012,110.987,110.914,110.957,110.916,110.938,110.984,110.917,110.941,110.981,110.952,110.914,110.954,110.853,110.985,110.955,110.994,110.933,110.925
